Seq_156	QWKM01000156.1 Sorghum bicolor cultivar Tx430 Contig_269, whole genome shotgun sequence
Seq_157	QWKM01000157.1 Sorghum bicolor cultivar Tx430 Contig_27, whole genome shotgun sequence
Seq_158	QWKM01000158.1 Sorghum bicolor cultivar Tx430 Contig_272, whole genome shotgun sequence
Seq_159	QWKM01000159.1 Sorghum bicolor cultivar Tx430 Contig_273, whole genome shotgun sequence
Seq_160	QWKM01000160.1 Sorghum bicolor cultivar Tx430 Contig_274, whole genome shotgun sequence
Seq_161	QWKM01000161.1 Sorghum bicolor cultivar Tx430 Contig_275, whole genome shotgun sequence
Seq_162	QWKM01000162.1 Sorghum bicolor cultivar Tx430 Contig_276, whole genome shotgun sequence
Seq_163	QWKM01000163.1 Sorghum bicolor cultivar Tx430 Contig_277, whole genome shotgun sequence
Seq_164	QWKM01000164.1 Sorghum bicolor cultivar Tx430 Contig_278, whole genome shotgun sequence
Seq_165	QWKM01000165.1 Sorghum bicolor cultivar Tx430 Contig_279, whole genome shotgun sequence
Seq_166	QWKM01000166.1 Sorghum bicolor cultivar Tx430 Contig_28, whole genome shotgun sequence
Seq_167	QWKM01000167.1 Sorghum bicolor cultivar Tx430 Contig_280, whole genome shotgun sequence
Seq_168	QWKM01000168.1 Sorghum bicolor cultivar Tx430 Contig_281, whole genome shotgun sequence
Seq_169	QWKM01000169.1 Sorghum bicolor cultivar Tx430 Contig_282, whole genome shotgun sequence
Seq_170	QWKM01000170.1 Sorghum bicolor cultivar Tx430 Contig_283, whole genome shotgun sequence
Seq_171	QWKM01000171.1 Sorghum bicolor cultivar Tx430 Contig_284, whole genome shotgun sequence
Seq_172	QWKM01000172.1 Sorghum bicolor cultivar Tx430 Contig_285, whole genome shotgun sequence
Seq_173	QWKM01000173.1 Sorghum bicolor cultivar Tx430 Contig_286, whole genome shotgun sequence
Seq_174	QWKM01000174.1 Sorghum bicolor cultivar Tx430 Contig_287, whole genome shotgun sequence
Seq_175	QWKM01000175.1 Sorghum bicolor cultivar Tx430 Contig_289, whole genome shotgun sequence
Seq_176	QWKM01000176.1 Sorghum bicolor cultivar Tx430 Contig_29, whole genome shotgun sequence
Seq_177	QWKM01000177.1 Sorghum bicolor cultivar Tx430 Contig_290, whole genome shotgun sequence
Seq_178	QWKM01000178.1 Sorghum bicolor cultivar Tx430 Contig_291, whole genome shotgun sequence
Seq_179	QWKM01000179.1 Sorghum bicolor cultivar Tx430 Contig_293, whole genome shotgun sequence
Seq_180	QWKM01000180.1 Sorghum bicolor cultivar Tx430 Contig_294, whole genome shotgun sequence
Seq_181	QWKM01000181.1 Sorghum bicolor cultivar Tx430 Contig_296, whole genome shotgun sequence
Seq_182	QWKM01000182.1 Sorghum bicolor cultivar Tx430 Contig_297, whole genome shotgun sequence
Seq_183	QWKM01000183.1 Sorghum bicolor cultivar Tx430 Contig_298, whole genome shotgun sequence
Seq_184	QWKM01000184.1 Sorghum bicolor cultivar Tx430 Contig_299, whole genome shotgun sequence
Seq_185	QWKM01000185.1 Sorghum bicolor cultivar Tx430 Contig_3, whole genome shotgun sequence
Seq_186	QWKM01000186.1 Sorghum bicolor cultivar Tx430 Contig_30, whole genome shotgun sequence
Seq_187	QWKM01000187.1 Sorghum bicolor cultivar Tx430 Contig_300, whole genome shotgun sequence
Seq_188	QWKM01000188.1 Sorghum bicolor cultivar Tx430 Contig_302, whole genome shotgun sequence
Seq_189	QWKM01000189.1 Sorghum bicolor cultivar Tx430 Contig_303, whole genome shotgun sequence
Seq_190	QWKM01000190.1 Sorghum bicolor cultivar Tx430 Contig_308, whole genome shotgun sequence
Seq_191	QWKM01000191.1 Sorghum bicolor cultivar Tx430 Contig_309, whole genome shotgun sequence
Seq_192	QWKM01000192.1 Sorghum bicolor cultivar Tx430 Contig_31, whole genome shotgun sequence
Seq_193	QWKM01000193.1 Sorghum bicolor cultivar Tx430 Contig_310, whole genome shotgun sequence
Seq_194	QWKM01000194.1 Sorghum bicolor cultivar Tx430 Contig_312, whole genome shotgun sequence
Seq_195	QWKM01000195.1 Sorghum bicolor cultivar Tx430 Contig_313, whole genome shotgun sequence
Seq_196	QWKM01000196.1 Sorghum bicolor cultivar Tx430 Contig_314, whole genome shotgun sequence
Seq_197	QWKM01000197.1 Sorghum bicolor cultivar Tx430 Contig_315, whole genome shotgun sequence
Seq_198	QWKM01000198.1 Sorghum bicolor cultivar Tx430 Contig_316, whole genome shotgun sequence
Seq_199	QWKM01000199.1 Sorghum bicolor cultivar Tx430 Contig_318, whole genome shotgun sequence
Seq_200	QWKM01000200.1 Sorghum bicolor cultivar Tx430 Contig_319, whole genome shotgun sequence
Seq_201	QWKM01000201.1 Sorghum bicolor cultivar Tx430 Contig_32, whole genome shotgun sequence
Seq_202	QWKM01000202.1 Sorghum bicolor cultivar Tx430 Contig_320, whole genome shotgun sequence
Seq_203	QWKM01000203.1 Sorghum bicolor cultivar Tx430 Contig_321, whole genome shotgun sequence
Seq_204	QWKM01000204.1 Sorghum bicolor cultivar Tx430 Contig_322, whole genome shotgun sequence
Seq_205	QWKM01000205.1 Sorghum bicolor cultivar Tx430 Contig_323, whole genome shotgun sequence
Seq_206	QWKM01000206.1 Sorghum bicolor cultivar Tx430 Contig_325, whole genome shotgun sequence
Seq_207	QWKM01000207.1 Sorghum bicolor cultivar Tx430 Contig_327, whole genome shotgun sequence
Seq_208	QWKM01000208.1 Sorghum bicolor cultivar Tx430 Contig_328, whole genome shotgun sequence
Seq_209	QWKM01000209.1 Sorghum bicolor cultivar Tx430 Contig_329, whole genome shotgun sequence
Seq_210	QWKM01000210.1 Sorghum bicolor cultivar Tx430 Contig_33, whole genome shotgun sequence
Seq_211	QWKM01000211.1 Sorghum bicolor cultivar Tx430 Contig_330, whole genome shotgun sequence
Seq_212	QWKM01000212.1 Sorghum bicolor cultivar Tx430 Contig_331, whole genome shotgun sequence
Seq_213	QWKM01000213.1 Sorghum bicolor cultivar Tx430 Contig_332, whole genome shotgun sequence
Seq_214	QWKM01000214.1 Sorghum bicolor cultivar Tx430 Contig_333, whole genome shotgun sequence
Seq_215	QWKM01000215.1 Sorghum bicolor cultivar Tx430 Contig_334, whole genome shotgun sequence
Seq_216	QWKM01000216.1 Sorghum bicolor cultivar Tx430 Contig_335, whole genome shotgun sequence
Seq_217	QWKM01000217.1 Sorghum bicolor cultivar Tx430 Contig_336, whole genome shotgun sequence
Seq_218	QWKM01000218.1 Sorghum bicolor cultivar Tx430 Contig_337, whole genome shotgun sequence
Seq_219	QWKM01000219.1 Sorghum bicolor cultivar Tx430 Contig_338, whole genome shotgun sequence
Seq_220	QWKM01000220.1 Sorghum bicolor cultivar Tx430 Contig_339, whole genome shotgun sequence
Seq_221	QWKM01000221.1 Sorghum bicolor cultivar Tx430 Contig_35, whole genome shotgun sequence
Seq_222	QWKM01000222.1 Sorghum bicolor cultivar Tx430 Contig_36, whole genome shotgun sequence
Seq_223	QWKM01000223.1 Sorghum bicolor cultivar Tx430 Contig_37, whole genome shotgun sequence
Seq_224	QWKM01000224.1 Sorghum bicolor cultivar Tx430 Contig_38, whole genome shotgun sequence
Seq_225	QWKM01000225.1 Sorghum bicolor cultivar Tx430 Contig_39, whole genome shotgun sequence
Seq_226	QWKM01000226.1 Sorghum bicolor cultivar Tx430 Contig_4, whole genome shotgun sequence
Seq_227	QWKM01000227.1 Sorghum bicolor cultivar Tx430 Contig_41, whole genome shotgun sequence
Seq_228	QWKM01000228.1 Sorghum bicolor cultivar Tx430 Contig_42, whole genome shotgun sequence
Seq_229	QWKM01000229.1 Sorghum bicolor cultivar Tx430 Contig_43, whole genome shotgun sequence
Seq_230	QWKM01000230.1 Sorghum bicolor cultivar Tx430 Contig_44, whole genome shotgun sequence
Seq_231	QWKM01000231.1 Sorghum bicolor cultivar Tx430 Contig_45, whole genome shotgun sequence
Seq_232	QWKM01000232.1 Sorghum bicolor cultivar Tx430 Contig_47, whole genome shotgun sequence
Seq_233	QWKM01000233.1 Sorghum bicolor cultivar Tx430 Contig_48, whole genome shotgun sequence
Seq_234	QWKM01000234.1 Sorghum bicolor cultivar Tx430 Contig_49, whole genome shotgun sequence
Seq_235	QWKM01000235.1 Sorghum bicolor cultivar Tx430 Contig_5, whole genome shotgun sequence
Seq_236	QWKM01000236.1 Sorghum bicolor cultivar Tx430 Contig_50, whole genome shotgun sequence
Seq_237	QWKM01000237.1 Sorghum bicolor cultivar Tx430 Contig_51, whole genome shotgun sequence
Seq_238	QWKM01000238.1 Sorghum bicolor cultivar Tx430 Contig_52, whole genome shotgun sequence
Seq_239	QWKM01000239.1 Sorghum bicolor cultivar Tx430 Contig_53, whole genome shotgun sequence
Seq_240	QWKM01000240.1 Sorghum bicolor cultivar Tx430 Contig_55, whole genome shotgun sequence
Seq_241	QWKM01000241.1 Sorghum bicolor cultivar Tx430 Contig_56, whole genome shotgun sequence
Seq_242	QWKM01000242.1 Sorghum bicolor cultivar Tx430 Contig_58, whole genome shotgun sequence
Seq_243	QWKM01000243.1 Sorghum bicolor cultivar Tx430 Contig_59, whole genome shotgun sequence
Seq_244	QWKM01000244.1 Sorghum bicolor cultivar Tx430 Contig_6, whole genome shotgun sequence
Seq_245	QWKM01000245.1 Sorghum bicolor cultivar Tx430 Contig_60, whole genome shotgun sequence
Seq_246	QWKM01000246.1 Sorghum bicolor cultivar Tx430 Contig_61, whole genome shotgun sequence
Seq_247	QWKM01000247.1 Sorghum bicolor cultivar Tx430 Contig_62, whole genome shotgun sequence
Seq_248	QWKM01000248.1 Sorghum bicolor cultivar Tx430 Contig_63, whole genome shotgun sequence
Seq_249	QWKM01000249.1 Sorghum bicolor cultivar Tx430 Contig_64, whole genome shotgun sequence
Seq_250	QWKM01000250.1 Sorghum bicolor cultivar Tx430 Contig_65, whole genome shotgun sequence
Seq_251	QWKM01000251.1 Sorghum bicolor cultivar Tx430 Contig_66, whole genome shotgun sequence
Seq_252	QWKM01000252.1 Sorghum bicolor cultivar Tx430 Contig_67, whole genome shotgun sequence
Seq_253	QWKM01000253.1 Sorghum bicolor cultivar Tx430 Contig_69, whole genome shotgun sequence
Seq_254	QWKM01000254.1 Sorghum bicolor cultivar Tx430 Contig_7, whole genome shotgun sequence
Seq_255	QWKM01000255.1 Sorghum bicolor cultivar Tx430 Contig_70, whole genome shotgun sequence
Seq_256	QWKM01000256.1 Sorghum bicolor cultivar Tx430 Contig_71, whole genome shotgun sequence
Seq_257	QWKM01000257.1 Sorghum bicolor cultivar Tx430 Contig_72, whole genome shotgun sequence
Seq_258	QWKM01000258.1 Sorghum bicolor cultivar Tx430 Contig_73, whole genome shotgun sequence
Seq_259	QWKM01000259.1 Sorghum bicolor cultivar Tx430 Contig_74, whole genome shotgun sequence
Seq_260	QWKM01000260.1 Sorghum bicolor cultivar Tx430 Contig_75, whole genome shotgun sequence
Seq_261	QWKM01000261.1 Sorghum bicolor cultivar Tx430 Contig_76, whole genome shotgun sequence
Seq_262	QWKM01000262.1 Sorghum bicolor cultivar Tx430 Contig_78, whole genome shotgun sequence
Seq_263	QWKM01000263.1 Sorghum bicolor cultivar Tx430 Contig_79, whole genome shotgun sequence
Seq_264	QWKM01000264.1 Sorghum bicolor cultivar Tx430 Contig_80, whole genome shotgun sequence
Seq_265	QWKM01000265.1 Sorghum bicolor cultivar Tx430 Contig_81, whole genome shotgun sequence
Seq_266	QWKM01000266.1 Sorghum bicolor cultivar Tx430 Contig_83, whole genome shotgun sequence
Seq_267	QWKM01000267.1 Sorghum bicolor cultivar Tx430 Contig_84, whole genome shotgun sequence
Seq_268	QWKM01000268.1 Sorghum bicolor cultivar Tx430 Contig_85, whole genome shotgun sequence
Seq_269	QWKM01000269.1 Sorghum bicolor cultivar Tx430 Contig_86, whole genome shotgun sequence
